emosi,dokumen
disgust,"['someon', 'sit', 'close', 'smoknig', 'compart', 'air', 'condit', 'minibus']"
shame,"['compart', 'public', 'transport', 'railway', 'give', 'seat', 'old', 'man', 'stand', 'near', 'anoth', 'teenag']"
guilt,"['one', 'saturday', 'night', 'meaningless', 'work', 'went', 'bed', 'late', 'next', 'morn', 'sleepi', 'continu', 'sleep', 'even', 'though', 'work', 'miss', 'sunday', 'servic']"
joy,"['attend', 'concert', 'pop', 'singer']"
fear,"['afraid', 'would', 'fail', 'examin']"
anger,"['much', 'homework', 'examin', 'know', 'organ', 'work']"
sadness,"['forgot', 'lyric', 'song', 'contest']"
disgust,"['examin', 'studi', 'night', 'day']"
shame,"['bad', 'mid', 'term', 'examin']"
guilt,"['result', 'mid', 'term', 'examin', 'poor']"
joy,"['good', 'result', 'certif', 'examin']"
fear,"['walk', 'along', 'road', 'alon', 'way', 'go', 'shop']"
anger,"['student', 'union', 'someon', 'took', 'photocopi', 'two', 'larg', 'volum', 'ask', 'let', 'take', 'refus', 'accept', 'reason']"
sadness,"['anoth', 'person', 'mother', 'die']"
disgust,"['greet', 'friend', 'respond']"
shame,"['examin', 'student', 'found', 'easi', 'could', 'hard', 'think', 'know', 'answer']"
guilt,"['cut', 'friend', 'hair', 'anger', 'without', 'consider']"
joy,"['yesterday', 'friend', 'gave', 'gift', 'dinner']"
fear,"['walk', 'along', 'hill', 'fell', 'careless', 'broke', 'left', 'arm']"
anger,"['last', 'week', 'organ', 'summon', 'execut', 'meet', 'one', 'execut', 'member', 'point', 'loop', 'hole', 'committe', 'administr', 'could', 'suggest', 'improv', 'quarrel']"
sadness,"['death', 'father']"
disgust,"['sit', 'bus', 'man', 'unpleas', 'smell', 'came', 'sat', 'next', 'top', 'smoke', 'contin']"
shame,"['canteen', 'unit', 'colleg', 'mistook', 'stranger', 'classmat', 'wear', 'glass', 'realiz', 'made', 'mistak', 'saw', 'care']"
guilt,"['got', 'late', 'could', 'go', 'lesson', 'time', 'enter', 'class', 'room', 'stare', 'teacher', 'classmat', 'made', 'feel', 'guilti']"
joy,"['applic', 'studi', 'master', 'degre', 'accept']"
fear,"['midnight', 'work', 'alon', 'offic', 'phone', 'sudden', 'rang']"
anger,"['concentr', 'work', 'friend', 'disturb', 'contin', 'ask', 'stop', 'vain']"
sadness,"['ask', 'teacher', 'write', 'recommend', 'letter', 'provid', 'enough', 'inform', 'run', 'short', 'time']"
disgust,"['talk', 'person', 'hypocrit', 'felt', 'disgust', 'reaction']"
shame,"['companion', 'admir', 'work', 'voluntarili']"
guilt,"['wrong', 'behaviour', 'made', 'love', 'one', 'feel', 'sad', 'uneasi']"
joy,"['first', 'heard', 'like', 'boyfriend']"
fear,"['receiv', 'higher', 'level', 'exam', 'result', 'mistook', 'grade', 'e', 'mathemat', 'grade', 'f', 'shock']"
anger,"['plan', 'studi', 'midterm', 'exam', 'certain', 'day', 'roommat', 'call', 'ask', 'go', 'stroll', 'tri', 'make', 'excus', 'go', 'refus', 'listen', 'insist', 'go', 'find', 'unnecessari', 'talk', 'anymor']"
sadness,"['due', 'reason', 'boyfriend', 'decid', 'separ']"
disgust,"['start', 'write', 'paper', 'phone', 'call', 'go', 'downstair', 'receiv', 'convers', 'discov', 'inform', 'disappear', 'mind']"
shame,"['teacher', 'ask', 'question', 'know', 'answer', 'stood', 'still', 'minut', 'without', 'say', 'word']"
guilt,"['cell', 'group', 'religi', 'activ', 'found', 'almost', 'everyon', 'group', 'read', 'bibl', 'daili', 'felt', 'guilti', 'heart']"
joy,"['read', 'newspap', 'morn', 'found', 'candidatur', 'number', 'admiss', 'list', 'chines', 'univers', 'satisfi', 'happi', 'cumul', 'anxieti', 'disappear', 'want', 'cri', 'succeed']"
fear,"['tutori', 'fear', 'feel', 'came', 'sat', 'chair', 'look', 'fellow', 'student', 'around', 'realli', 'scare', 'would', 'ask', 'question', 'challeng', 'idea', 'present']"
anger,"['trick', 'realli', 'intoler', 'hid', 'worri', 'restless', 'day', 'saw', 'realli', 'want', 'slap', 'one']"
sadness,"['walk', 'along', 'new', 'asia', 'stairway', 'chung', 'chi', 'colleg', 'lectur', 'saw', 'put', 'one', 'arm', 'around', 'shoulder', 'laugher', 'bright', 'joy', 'dare', 'want', 'look', 'walk', 'quick', 'interest', 'talk', 'disappear', 'want', 'remain', 'silent', 'want', 'know', 'left', 'went', 'f', 'expect', 'happen']"
disgust,"['know', 'survey', 'felt', 'reluct', 'although', 'know', 'feel', 'disgust', 'look', 'think', 'project', 'last', 'sever', 'day', 'regret', 'join', 'project']"
shame,"['lesson', 'teacher', 'call', 'ask', 'report', 'late', 'pretend', 'look', 'eye', 'knew', 'knew', 'lie', 'thought', 'realli', 'bad', 'luck', 'examin', 'list', 'student', 'late']"
guilt,"['even', 'open', 'songbook', 'sing', 'song', 'day', 'guilt', 'feel', 'becam', 'stronger', 'lyric', 'describ', 'well', 'realli', 'wrong', 'wish', 'made', 'realli', 'bad', 'would', 'realli', 'happi', 'would', 'play', 'happili', 'togeth', 'like', 'day', 'secondari', 'school', 'would', 'disappoint', 'gloomi']"
joy,"['learnt', 'could', 'studi', 'chines', 'univers']"
fear,"['best', 'frieend', 'left', 'school', 'recent', 'next', 'day', 'weather', 'turn', 'bad', 'sudden', 'male', 'classmat', 'turn', 'light', 'remain', 'tabl', 'scare']"
anger,"['scold', 'mother', 'reason']"
sadness,"['learnt', 'betray', 'friend']"
disgust,"['dine', 'new', 'friend', 'one', 'kept', 'remind', 'us', 'superior']"
shame,"['dine', 'accquaint', 'ask', 'someth', 'known', 'know']"
guilt,"['friend', 'came', 'concert', 'sake', 'organ', 'concert', 'unsuccess']"
joy,"['accept', 'chines', 'univers']"
fear,"['wait', 'result', 'high', 'level', 'examin', 'afraid', 'accept']"
anger,"['date', 'friend', 'see', 'movi', 'friend', 'late', 'wait', 'long', 'hour', 'angri']"
sadness,"['quarrel', 'parent']"
disgust,"['chines', 'lesson', 'student', 'often', 'show', 'moreov', 'misbehav', 'dress', 'bad', 'disgust']"
shame,"['saw', 'bag', 'street', 'stranger', 'pass', 'pick', 'bag', 'immedi', 'gave', 'stranger', 'thought', 'belong', 'bag', 'felt', 'asham']"
guilt,"['refus', 'lend', 'homework', 'friend']"
fear,"['learnt', 'swim', 'step', 'slipperi', 'slope', 'lot', 'moss', 'slip', 'water', 'water', 'deep', 'could', 'stand', 'feet', 'sank', 'use', 'lot', 'energi']"
disgust,"['one', 'day', 'sit', 'crowd', 'bus', 'middl', 'age', 'woman', 'stand', 'besid', 'person', 'sit', 'next', 'got', 'get', 'woman', 'push', 'occupi', 'seat', 'took', 'shoe', 'put', 'feet', 'seat']"
fear,"['saw', 'horribl', 'movi', 'alien']"
sadness,"['1983', 'result', 'univers', 'entranc', 'exam', 'poor', 'far', 'expect', 'thought', 'would', 'accept', 'univers']"
disgust,"['disgust', 'peopl', 'spoil', 'ident', 'misbehaviour', 'morn', 'crowd', 'bus', 'found', 'seat', 'univers', 'student', 'sit', 'one', 'side', 'put', 'bag', 'file', 'next', 'littl', 'space', 'left', 'sat', 'kept', 'read', 'even', 'lean', 'put', 'bag', 'away', 'respond', 'felt', 'angri']"
shame,"['lectur', 'six', 'student', 'includ', 'ask', 'leav', 'class', 'prepar', 'lesson', 'felt', 'asham', 'angri']"
guilt,"['one', 'even', 'went', 'fish', 'friend', 'could', 'fish', 'fisherman', 'alreadi', 'put', 'net', 'pull', 'net', 'find', 'crab', 'threw', 'net', 'away', 'net', 'larg', 'may', 'cost', '1000', 'fisherman', 'use', 'net', 'earn', 'live', 'thrown']"
joy,"['close', 'friend', 'went', 'canada', 'fb', 'departur', 'unavoid', 'came', 'back', 'summer', 'holiday', 'happi', 'noth', 'chang', 'us']"
fear,"['day', 'univers', 'result', 'came', 'excit', 'scare', 'fail', 'know', 'would', 'want', 'work', 'famili', 'ambival']"
anger,"['certif', 'examin', 'poor', 'biolog', 'worst', 'result', 'class', 'ever', 'sinc', 'f5', 'get', 'poorer', 'poorer', 'tri', 'best', 'spent', 'time', 'studi', 'subject', 'final', 'result', 'bad', 'thought', 'fair']"
sadness,"['cat', 'die', 'ill', 'us', '7', 'year', 'love', 'cat', 'ill', 'one', 'two', 'week', 'veterinari', 'surgeon', 'told', 'us', 'die']"
disgust,"['secondari', 'school', 'classmat', 'talk', 'much', 'went', 'cinema', 'school', 'sat', 'next', 'comment', 'movi', 'throughout', 'disgust']"
shame,"['teacher', 'invit', 'us', 'lunch', 'canteen', 'start', 'introduc', 'two', 'boy', 'show', 'lot', 'interest', 'know', 'person', 'detail', 'start', 'talk', 'activ', 'held', 'colleg', 'littl', 'interest', 'activ', 'talk', 'anoth', 'student', 'sit', 'next', 'afraid', 'would', 'ask', 'question', 'activ']"
guilt,"['younger', 'sister', 'want', 'take', 'class', 'learn', 'music', 'instrument', 'one', 'saturday', 'morn', 'mother', 'ask', 'go', 'registr', 'want', 'go', 'said', 'might', 'mani', 'bad', 'peopl', 'club', 'resullt', 'sister', 'scold', 'mother']"
joy,"['could', 'studi', 'univers']"
fear,"['forgot', 'line', 'play', 'orient', 'camp']"
anger,"['depart', 'meet', 'friend', 'ate', 'dish', 'prepar', 'meet']"
sadness,"['short', 'term', 'romanc', 'summer', 'vacat', 'first', 'met', 'felt', 'excit', 'want', 'avoid', 'met', 'time', 'propos', 'stay', 'apart', 'felt', 'sad']"
disgust,"['felt', 'disgust', 'see', 'boyfriend', 'separ', 'one', 'day', 'beg', 'mass', 'transit', 'railway', 'station', 'moment', 'hate']"
shame,"['act', 'play', 'orient', 'camp', 'made', 'feel', 'timid']"
guilt,"['made', 'boyfriend', 'unhappi', 'depress', 'feel', 'guilti']"
joy,"['friend', 'organ', 'birthday', 'parti', 'secret', 'happi', 'much', 'present', 'seem', 'care']"
fear,"['80', 'year', 'old', 'grandfath', 'underw', 'three', 'success', 'oper', 'singl', 'year', 'third', 'oper', 'riski', 'scare', 'would', 'die', 'fear', 'grandmoth', 'would', 'sad']"
anger,"['elder', 'brother', 'often', 'critic', 'mother', 'cook', 'impolit', 'lost', 'temper', 'made', 'us', 'sad', 'angri', 'scold', 'ask', 'interfer', 'buis']"
sadness,"['grandfath', 'die', 'extrem', 'sad', 'howev', 'famili', 'member', 'special', 'feel', 'said', 'alreadi', '80', 'year', 'old']"
disgust,"['instructior', 'youth', 'organ', 'whenev', 'instructor', 'would', 'meet', 'advisor', 'would', 'present', 'understand', 'worknig', 'condit', 'talk', 'lot', 'lot', 'outdat', 'idea', 'whenev', 'disagre', 'discont', 'said', 'prejudic', 'treat', 'us', 'subordin']"
shame,"['receiv', 'academ', 'result', 'learnt', 'result', 'bad', 'done', 'best', 'result', 'accquaint', 'good', 'ask', 'result', 'realli', 'want', 'answer']"
guilt,"['fight', 'elder', 'brother', 'unintent', 'hurt', 'eye', 'wooden', 'bar', 'felt', 'guilti', 'fear', 'would', 'blind', 'fortun', 'recov', '15', 'day']"
joy,"['finish', 'homework', 'import', 'task']"
fear,"['fear', 'turn', 'examin', 'paper', 'would', 'take', 'lack', 'confid']"
anger,"['mr', 'c', 'took', 'draw', 'pen', 'without', 'ask', 'permiss', 'first', 'lost', 'tell', 'till', 'ask', 'tri', 'find']"
sadness,"['learnt', 'repeat', 'first', 'year', 'found', 'solut', 'immedi', 'block', 'mani', 'difficulti']"
disgust,"['girlfriend', 'lost', 'temper', 'without', 'reason', 'consid', 'respect', 'feel']"
shame,"['given', 'wrong', 'answer', 'student', 'point', 'correct']"
guilt,"['pray', 'unfaith']"
joy,"['happpi', 'get', 'good', 'result', 'field', 'academ', 'athlet']"
fear,"['one', 'day', 'fierc', 'look', 'man', 'came', 'hous', 'said', 'father', 'apolog', 'howev', 'alon', 'home']"
anger,"['cassmat', 'laugh', 'scold', 'teacher']"
sadness,"['knew', 'girl', 'love', 'everyon', 'would', 'like', 'refus', 'accept', 'christma', 'present', 'tri', 'forget']"
disgust,"['hate', 'behaviour', 'call', 'friend', 'use', 'bad', 'languag', 'spit', 'boast', 'treat', 'youngster', 'bad']"
shame,"['young', 'mother', 'told', 'neighbour', 'wet', 'bed', 'felt', 'asham', 'think', 'neighbour', 'children', 'would', 'get', 'know']"
guilt,"['one', 'day', 'stroll', 'along', 'road', 'one', 'friend', 'suggest', 'go', 'watch', 'blue', 'film', 'curious', 'went', 'along', 'felt', 'quit', 'guilti', 'later']"
joy,"['day', 'result', 'univers', 'entranc', 'exam', 'publish', 'found', 'candit', 'number', 'excit']"
fear,"['one', 'night', 'barbecu', 'beach', 'need', 'go', 'car', 'far', 'away', 'beach', 'dark', 'street', 'lamp', 'ran', 'dark', 'scare', 'ran', 'fast', 'possibl']"
sadness,"['separ', 'one', 'like', 'refus', 'date', 'told', 'date', 'anoth', 'one', 'heart', 'seem', 'ceas', 'beat', 'silent', 'time', 'whisper', 'goodby', 'left', 'without', 'turn', 'back']"
disgust,"['teacher', 'even', 'school', 'girl', 'rais', 'lot', 'question', 'express', 'opinion', 'often', 'took', 'stand', 'differ', 'mine', 'thought', 'better', 'mine', 'opinion', 'help', 'academ', 'take', 'consider', 'posit', 'public', 'also', 'seem', 'talkat', 'disgust']"
shame,"['lunch', 'restaur', 'friend', 'paid', 'bill', 'chang', 'two', 'dollar', 'ten', 'cent', 'coin', 'talk', 'friend', 'took', 'two', 'dollar', 'coin', 'forgot', 'leav', 'tip']"
guilt,"['cold', 'sister', 'without', 'mean', 'upset', 'frustat']"
joy,"['learnt', 'admit', 'univers']"
fear,"['interview', 'admiss', 'univers', 'admiss', 'list', 'disclos', 'scare', 'would', 'admit', 'fear', 'last', 'quit', 'time', 'fear', 'disappear', 'list', 'disclos']"
anger,"['studi', 'librari', 'prepar', 'test', 'two', 'peopl', 'sit', 'next', 'talk', '20', 'minut', 'seat', 'could', 'go', 'elsewher', 'want', 'interrupt', 'could', 'angri', 'heart']"
sadness,"['separ', 'girlfriend', 'year', 'birthday', 'put', 'present', 'mailbox', 'spent', 'two', 'day', 'choos', 'suitabl', 'present', 'wait', 'day', 'repli', 'last', 'receiv', 'thankyou', 'card', 'mailbox', 'card', 'name', 'word', 'thankyou', 'signatur', 'sad']"
disgust,"['travel', 'school', 'bus', 'went', 'past', 'place', 'sewer', 'repair', 'bad', 'strong', 'smell', 'suffoc', 'want', 'leav', 'place', 'immedi']"
shame,"['receiv', 'result', 'test', 'paper', 'major', 'subject', 'found', 'result', 'good', 'classmat', 'recent', 'chang', 'major', 'subject', 'felt', 'asham']"
guilt,"['promis', 'would', 'one', 'good', 'deed', 'everi', 'day', 'one', 'night', 'saw', 'beggar', 'whose', 'muscl', 'atrophi', 'walk', 'pass', 'think', 'feign', 'later', 'realiz', 'pretend', 'feel', 'guilt', 'kept', 'promis']"
joy,"['talki', 'past', 'happi', 'hour', 'two', 'friend', 'night', 'camp', 'month', 'ago', 'share', 'feel', 'notion', 'everi', 'hidden', 'anxieti', 'thought', 'care', 'happi', 'satifi']"
fear,"['rememb', 'form', '2', 'teacher', 'fierc', 'dogmat', 'feet', 'would', 'trembl', 'whenev', 'saw', 'face', 'fact', 'go', 'class']"
anger,"['one', 'night', 'could', 'practis', 'violin', 'famili', 'watch', 'tv', 'light', 'want', 'listen', 'tape', 'dark', 'ask', 'brother', 'bring', 'torch', 'howev', 'scold', 'angri', 'slam', 'violin', 'floor']"
sadness,"['mother', 'suffer', 'mental', 'ill', 'one', 'night', 'feel', 'well', 'sent', 'hospit', 'scare', 'would', 'die', 'night', 'sad', 'dare', 'close', 'eye']"
disgust,"['crowd', 'condit', 'live', 'alway', 'quarrel', 'elder', 'brother', 'put', 'tv', 'volum', 'deafen', 'level', 'practis', 'piano', 'lesson', 'thus', 'feel', 'home', 'disgust']"
shame,"['lost', 'temper', 'mother', 'teach', 'felt', 'asham', 'sorri', 'hurt', 'love', 'mother']"
guilt,"['felt', 'guilti', 'practis', 'piano', 'wast', 'teacher', 'time', 'guidanc']"
joy,"['watch', 'footbal', 'match', 'old', 'friend', 'perform', 'team', 'good', 'team', 'member', 'full', 'spirit', 'match', 'excel', 'everi', 'time', 'goal', 'score', 'felt', 'excit']"
fear,"['got', 'midterm', 'exam', 'result', 'result', 'averag', 'near', 'lowest', 'scare', 'final', 'exam']"
anger,"['came', 'back', 'hostel', 'bed', 'full', 'newspap', 'dirti', 'cloth', 'roommat', 'ask', 'wash', 'cloth', 'time', 'respons', 'food', 'share', 'eaten', 'ate', 'littl']"
sadness,"['sister', 'impolit', 'father', 'famili', 'lunch', 'togeth', 'restaur', 'thought', 'parent', 'prejud', 'extrem', 'thought']"
disgust,"['give', 'privat', 'tutori', 'student', 'would', 'concentr', 'lazi', 'done', 'home', 'work', 'assign', 'academ', 'level', 'low', 'nuisanc']"
shame,"['meet', 'said', 'someth', 'wrong', 'other', 'laugh']"
guilt,"['enter', 'hostel', 'year', 'mother', 'ill', 'could', 'move', 'need', 'peopl', 'look', 'everi', 'week', 'left', 'home', 'go', 'back', 'school', 'felt', 'guilti']"
joy,"['receiv', 'letter', 'friend', 'miss']"
fear,"['fear', 'would', 'abl', 'hand', 'bookreport', 'time', 'start', 'work', 'late', 'book', 'difficult', 'read', 'teacher', 'accept', 'work', 'hand', 'late']"
anger,"['classmat', 'alway', 'borrow', 'note', 'would', 'return', 'time', 'test', 'selfish', 'irrespons', 'delay', 'studi']"
sadness,"['found', 'cold', 'hurt', 'somebodi', 'sincer']"
disgust,"['studi', 'someon', 'disturb']"
shame,"['teacher', 'said', 'univers', 'studet', 'selfin', 'selfcontrol']"
guilt,"['took', 'french', 'leav', 'homework']"
joy,"['realiz', 'fellow', 'member', 'grown', 'spiritu', 'leader', 'spiritu', 'group', 'pray', 'want', 'burn', 'incens', 'mother', 'forc', 'final', 'mother', 'told', 'could', 'discontinu', 'got', 'good', 'result', 'school']"
fear,"['look', 'toilet', 'dark', 'place']"
anger,"['gave', 'tutori', 'student', 'found', 'lazi', 'pay', 'attent', 'taught', 'easi', 'question', 'wrong', 'deliber']"
sadness,"['saw', 'lot', 'starv', 'peopl', 'tv', 'news', 'report']"
disgust,"['neighbour', 'came', 'gossip', 'other', 'parent']"
shame,"['promis', 'friend', 'would', 'return', 'book', 'owner', 'forgot']"
guilt,"['saw', 'blue', 'film', 'cinema']"
joy,"['saw', 'certif', 'result', 'feel', 'happi', 'realiz', 'got', 'credit', 'classmat', 'point', 'parent', 'relat', 'prais', 'realiz', 'result', 'good', 'ie', '2a', '5b', '2c', 'felt', 'satisfi', 'result', 'happi']"
fear,"['hour', 'receiv', 'certif', 'result', 'frighten', 'saw', 'other', 'cri', 'felt', 'tens', 'time', 'went', 'fear', 'grew']"
anger,"['classmat', 'use', 'person', 'relat', 'get', 'seat', 'subject', 'want', 'also', 'taken', 'pain', 'help', 'appli', 'get', 'select', 'like', 'told', 'fact', 'earlier', 'need', 'lie']"
sadness,"['mother', 'went', 'oper', 'serious', 'sad', 'could', 'sleep', 'oper']"
disgust,"['recent', 'meet', 'mr', 'show', 'excit', 'overindulg', 'note', 'deliv', 'though', 'curios', 'could', 'blame', 'way', 'accquir', 'knowledg', 'extrem', 'behaviour', 'eg', 'alway', 'tri', 'know', 'read', 'gain', 'everyth', 'could']"
shame,"['homework', 'home', 'relat', 'came', 'advis', 'help', 'mother', 'housework']"
guilt,"['quarrel', 'brother', 'broke', 'glass', 'door', 'cupboard', 'china', 'doll', 'scold', 'father', 'break', 'door', 'tell', 'door']"
joy,"['admit', 'chines', 'universi']"
fear,"['intercolleg', 'basketbal', 'match']"
anger,"['someth', 'stolen']"
sadness,"['learnt', 'close', 'friend', 'go', 'immigr']"
disgust,"['summer', 'holiday', 'job', 'almost']"
shame,['meet']
guilt,"['fail', 'keep', 'appoint']"
joy,"['told', 'girlfriend', 'joke', 'open', 'frank']"
fear,"['cross', 'road', 'overcom', 'fear']"
anger,"['intim', 'girlfriend', 'told', 'father', 'oppos', 'relationship', 'insult', 'integr']"
sadness,"['studi', 'demand', 'can', 'not', 'cope']"
disgust,"['behaviour', 'peopl', 'spit', 'everywher']"
shame,"['could', 'finish', 'homework', 'time']"
guilt,['masturb']
joy,"['finish', 'work', 'plan', 'homework']"
fear,"['prepar', 'exam', 'want', 'sleep', 'night', 'exam']"
anger,"['someon', 'play', 'trick']"
sadness,"['thing', 'made', 'friend', 'relat', 'sad', 'happen']"
disgust,"['narrow', 'dirti', 'passag', 'locat', 'near', 'market', 'stand', 'wait', 'peopl']"
shame,"['someth', 'wrong', 'say', 'wrong', 'thing', 'impolit', 'someon', 'embarrass', 'person', 'still', 'meet', 'person']"
guilt,"['said', 'someth', 'conscienc']"
joy,"['sever', 'good', 'friend', 'made', 'surpris', 'visit', 'made', 'happi', 'closest', 'friend', 'seen', 'long', 'time']"
fear,"['hero', 'chase', 'terribl', 'vampir', 'suspens', 'horror', 'film', 'shown', 'tv']"
anger,"['work', 'sever', 'classmat', 'project', 'anxious', 'project', 'partner', 'show', 'concern', 'meet', 'project', 'classmat', 'pay', 'attent', 'read', 'book', 'other', 'argu', 'irrelev', 'question', 'meet', 'would', 'go', 'two', 'hour', 'without', 'main', 'theme', 'discuss', 'wast', 'time', 'could', 'reach', 'compromis', 'classmat', 'avoid', 'work', 'respons', 'seem', 'valu', 'project', 'one']"
